"cd_procedimento";"ano_realizacao";"n_procedimento";"custo_procedimento"
"40503461";"2015";0;0
"40503470";"2015";0;0
"40503488";"2015";0;0
"40503496";"2015";0;0
"40503500";"2015";0;0
"40503518";"2015";0;0
"40503526";"2015";0;0
"40503534";"2015";0;0
"40503542";"2015";0;0
"40503577";"2015";0;0
"40503585";"2015";0;0
"40503593";"2015";0;0
"40503607";"2015";0;0
"40503615";"2015";0;0
"40503623";"2015";0;0
"40503631";"2015";0;0
"40503640";"2015";0;0
"40503658";"2015";0;0
"40503674";"2015";0;0
"40503682";"2015";0;0
"40503690";"2015";0;0
"40503712";"2015";0;0
"40503739";"2015";0;0
"40503747";"2015";0;0
"40503755";"2015";0;0
"40503763";"2015";175;144673
"40503771";"2015";161;90825
"40503780";"2015";84;39075
"40503798";"2015";0;0
"40503801";"2015";0;0
"40503828";"2015";0;0
"40503836";"2015";0;0
"40503844";"2015";0;0
"40601013";"2015";162;17069
"40601021";"2015";0;0
"40601030";"2015";0;0
"40601110";"2015";834;216696
"40601129";"2015";23;21352
"40601137";"2015";4863240;102786038
"40601145";"2015";0;0
"40601153";"2015";0;0
"40601161";"2015";8;1344
"40601170";"2015";6;1799
"40601188";"2015";415;95559
"40601196";"2015";124;45488
"40601200";"2015";1560;1167173
"40601218";"2015";0;0
"40601226";"2015";70;5263
"40601234";"2015";0;0
"40601242";"2015";0;0
"40601250";"2015";0;0
"40601269";"2015";1114;857632
"40601277";"2015";0;0
"40601285";"2015";37;9600
"40601293";"2015";4;192
"40601307";"2015";0;0
"40601323";"2015";344;53004
"40601331";"2015";0;0
"40601340";"2015";0;0
"40601358";"2015";0;0
"40601366";"2015";0;0
"40601374";"2015";0;0
"40601382";"2015";0;0
"40601390";"2015";0;0
"40601404";"2015";0;0
"40601412";"2015";0;0
"40601420";"2015";0;0
"40601439";"2015";0;0
"40703061";"2015";0;0
"40703070";"2015";0;0
"40703088";"2015";0;0
"41301188";"2015";33;1386
"41301218";"2015";0;0
"41301226";"2015";1;262
"41301331";"2015";0;0
"41401069";"2015";0;0
"41401077";"2015";0;0
"41401085";"2015";0;0
"41401255";"2015";0;0
"41401360";"2015";142;5872
"41401379";"2015";8;211
"41401387";"2015";3;108
"41401395";"2015";0;0
"41401409";"2015";3;108
"41401425";"2015";4;200
"41401433";"2015";8;13
"41401441";"2015";11;896
"41401450";"2015";0;0
"41401522";"2015";25;1360
"41401530";"2015";6;202
"41401646";"2015";1;25
"41401751";"2015";0;0
"41401760";"2015";0;0
"41401778";"2015";0;0
"41401786";"2015";0;0
"41401794";"2015";0;0
"41401808";"2015";0;0
"41501225";"2015";0;0
"41501233";"2015";0;0
"81000111";"2015";71;4320
"81000138";"2015";95;12893
"81000154";"2015";59;4493
"81000170";"2015";12;1289
"40503852";"2015";0;0
"40901793";"2015";0;0
"20102011";"2015";397495;35667655
"20102020";"2015";256338;34075715
"20102038";"2015";769844;80325332
"20102070";"2015";9006;2108382
"40101029";"2015";35;790
"40101037";"2015";971257;95526161
"40101045";"2015";1071838;77205641
"40101053";"2015";0;0
"40101061";"2015";1548;279561
"40102025";"2015";33;4838
"40102033";"2015";3;432
"40102041";"2015";10;1440
"40102050";"2015";2;824
"40102068";"2015";6;2176
"40102076";"2015";22;3958
"40102084";"2015";4;1449
"40102092";"2015";24;8225
"40102106";"2015";5;1715
"40102122";"2015";0;0
"40102130";"2015";0;0
"40103013";"2015";0;0
"40103064";"2015";7;1158
"40103072";"2015";7935;221927
"40103080";"2015";50;1788
"40103099";"2015";6058;68402
"40103102";"2015";102;1554
"40103110";"2015";5;675
"40103137";"2015";6719;217403
"40103161";"2015";0;0
"40103170";"2015";179;9028
"40103196";"2015";51;10566
"40103234";"2015";2;127
"40103242";"2015";0;0
"40103250";"2015";0;0
"40103269";"2015";11;3240
"40103285";"2015";0;0
"40103307";"2015";0;0
"40103315";"2015";8;1386
"40103323";"2015";27;4332
"40103331";"2015";1;295
"40103340";"2015";22;2114
"40103358";"2015";0;0
"40103366";"2015";0;0
"40103374";"2015";0;0
"40103382";"2015";0;0
"40103390";"2015";0;0
"40103404";"2015";0;0
"40103412";"2015";0;0
"40103439";"2015";165;5297
"40103447";"2015";0;0
"40103455";"2015";7;364
"40103463";"2015";58;3656
"40103498";"2015";0;0
"40103501";"2015";0;0
"40103510";"2015";0;0
"40103560";"2015";0;0
"40103579";"2015";0;0
"40103609";"2015";0;0
"40103617";"2015";0;0
"40103625";"2015";0;0
"40103633";"2015";0;0
"40103641";"2015";1;125
"40103650";"2015";0;0
"40103668";"2015";0;0
"40103714";"2015";0;0
"40103722";"2015";0;0
"40103730";"2015";0;0
"40103749";"2015";0;0
"40103757";"2015";21;27297
"40103803";"2015";57;1140
"40103820";"2015";0;0
"40103862";"2015";0;0
"40103889";"2015";0;0
"40103897";"2015";0;0
"40104010";"2015";0;0
"40104028";"2015";0;0
"40104036";"2015";0;0
"40104125";"2015";0;0
"40105016";"2015";3;390
"40105024";"2015";0;0
"40105032";"2015";0;0
"40105040";"2015";4;520
"40105059";"2015";0;0
"40105067";"2015";0;0
"40105075";"2015";94;7893
"40105083";"2015";19;1614
"40105091";"2015";3;390
"40105148";"2015";8;144
"40201015";"2015";0;0
"40201023";"2015";17;1871
"40201058";"2015";7383;1764629
"40201066";"2015";11;2679
"40201074";"2015";2;3860
"40201082";"2015";352486;90290541
"40201090";"2015";387;170704
"40201104";"2015";16;38539
"40201112";"2015";25;8750
"40201120";"2015";491888;63140252
"40201139";"2015";839;293533
"40201147";"2015";0;0
"40201155";"2015";154;21812
"40201171";"2015";340;39620
"40201180";"2015";288;15350
"40201198";"2015";9;1035
"40201201";"2015";0;0
"40201210";"2015";179;18060
"40201228";"2015";6;486
"40201236";"2015";28;3343
"40201244";"2015";1;150
"40201252";"2015";413;50393
"40201260";"2015";17;1719
"40201309";"2015";2;378
"40201333";"2015";519;110177
"40201350";"2015";39;13852
"40202038";"2015";48211;4740327
"40202135";"2015";10;4983
"40202240";"2015";7;26801
"40202615";"2015";43478;4731069
"40202666";"2015";6121;1566122
"40202690";"2015";26;3779
"40202720";"2015";12;2163
"40202739";"2015";0;0
"40202747";"2015";1376;166941
"40202763";"2015";1;94
"40701018";"2015";0;0
"40701034";"2015";99;40280
"40701042";"2015";7;2266
"40701050";"2015";113;42886
"40701069";"2015";165482;49214600
"40701077";"2015";0;0
"40701085";"2015";0;0
"40701093";"2015";0;0
"40701107";"2015";0;0
"40701115";"2015";0;0
"40701123";"2015";0;0
"40701131";"2015";50767;16803832
"40701140";"2015";115900;34863536
"40701158";"2015";1;1983
"40702014";"2015";4;528
"40702022";"2015";0;0
"40702030";"2015";0;0
"40702049";"2015";0;0
"40702057";"2015";1;318
"40702065";"2015";2;584
"40702073";"2015";0;0
"40702081";"2015";0;0
"40702090";"2015";0;0
"40702103";"2015";2;578
"40702111";"2015";0;0
"40702146";"2015";0;0
"40703010";"2015";0;0
"40703029";"2015";47;5938
"40703037";"2015";0;0
"40703045";"2015";1;676
"40703053";"2015";4;5703
"40703096";"2015";0;0
"40703100";"2015";0;0
"40704017";"2015";5018;719492
"40704025";"2015";7882;1390604
"40704033";"2015";122;19877
"40704041";"2015";0;0
"40704050";"2015";0;0
"40704068";"2015";0;0
"40704076";"2015";0;0
"40704084";"2015";0;0
"40704092";"2015";0;0
"40705013";"2015";0;0
"40705021";"2015";0;0
"40705030";"2015";0;0
"40705048";"2015";0;0
"40705056";"2015";0;0
"40705064";"2015";0;0
"40706010";"2015";708;111595
"40706028";"2015";0;0
"40707016";"2015";0;0
"40707032";"2015";1;1295
"40707040";"2015";0;0
"40707059";"2015";0;0
"40707067";"2015";0;0
"40707075";"2015";0;0
"40707083";"2015";0;0
"40708012";"2015";0;0
"40708020";"2015";0;0
"40708039";"2015";0;0
"40708047";"2015";0;0
"40708063";"2015";0;0
"40708071";"2015";0;0
"40708080";"2015";0;0
"40708098";"2015";7;4208
"40708101";"2015";12;2652
"40708110";"2015";0;0
"40708128";"2015";334;1043557
"40709019";"2015";0;0
"40709027";"2015";2;238
"40709035";"2015";1;328
"40710017";"2015";1;58
"40710025";"2015";0;0
"40711021";"2015";0;0
"40801012";"2015";42;3473
"40801020";"2015";3;87
"40801039";"2015";1;31
"40801047";"2015";0;0
"40801055";"2015";1;31
"40801063";"2015";10357;294454
"40801071";"2015";0;0
"40801080";"2015";0;0
"40801098";"2015";14;1016
"40801101";"2015";1;29
"40801110";"2015";1;31
"40801128";"2015";28;2411
"40801136";"2015";1;35
"40801160";"2015";0;0
"40801195";"2015";0;0
"40801209";"2015";0;0
"40802019";"2015";5616;123116
"40802027";"2015";16;775
"40802035";"2015";5577;132157
"40802043";"2015";2;46
"40802051";"2015";10860;279266
"40802060";"2015";24;1115
"40802078";"2015";12;974
"40802086";"2015";4;96
"40802094";"2015";11;861
"40802108";"2015";0;0
"40802116";"2015";0;0
"40803015";"2015";0;0
"40803023";"2015";0;0
"40803031";"2015";69;3770
"40803040";"2015";15;1336
"40803058";"2015";4;160
"40803066";"2015";0;0
"40803074";"2015";5193;108994
"40803082";"2015";15;941
"40803090";"2015";54;3544
"40803104";"2015";42;3023
"40803112";"2015";130;9288
"40803120";"2015";7131;140324
"40803139";"2015";0;0
"40803147";"2015";665;7754
"40803155";"2015";0;0
"40804011";"2015";7831;152358
"40804020";"2015";0;0
"40804038";"2015";37;3435
"40804046";"2015";13;667
"40804054";"2015";11329;225029
"40804062";"2015";33;1100
"40804070";"2015";53;2729
"40804089";"2015";6441;129738
"40804097";"2015";10840;224242
"40804100";"2015";19;1197
"40804119";"2015";4;68
"40804127";"2015";3;48
"40804135";"2015";0;0
"40805018";"2015";9510;242906
"40805026";"2015";25081;672659
"40805034";"2015";10;1334
"40805042";"2015";6;617
"40805050";"2015";0;0
"40805069";"2015";0;0
"40805077";"2015";0;0
"40806014";"2015";0;0
"40806022";"2015";22;10121
"40806030";"2015";7;392
"40806049";"2015";0;0
"40806057";"2015";19;2166
"40806065";"2015";4;596
"40806073";"2015";0;0
"40806081";"2015";4;464
"40806090";"2015";2;352
"40806103";"2015";0;0
"40806111";"2015";0;0
"40806120";"2015";0;0
"40806189";"2015";0;0
"40806200";"2015";0;0
"40807010";"2015";0;0
"40807029";"2015";0;0
"40807037";"2015";0;0
"40807045";"2015";0;0
"40807053";"2015";18;2145
"40807061";"2015";15;1590
"40807070";"2015";45;2153
"40807088";"2015";0;0
"40807096";"2015";0;0
"40808017";"2015";80;6105
"40808025";"2015";30;3524
"40808033";"2015";2112275;174446564
"40808041";"2015";1009185;109034630
"40808050";"2015";0;0
"40808114";"2015";0;0
"40808122";"2015";253005;18983617
"40808130";"2015";1111332;120784291
"40808149";"2015";23022;2754899
"40808157";"2015";0;0
"40808165";"2015";0;0
"40809021";"2015";0;0
"40809030";"2015";75;12183
"40809048";"2015";0;0
"40809056";"2015";0;0
"40809064";"2015";0;0
"40809072";"2015";0;0
"40809080";"2015";0;0
"40810011";"2015";0;0
"40810020";"2015";9;759
"40810046";"2015";0;0
"40811018";"2015";0;0
"40811026";"2015";1;48
"40812022";"2015";0;0
"40812030";"2015";4;4211
"40812049";"2015";9;8326
"40812057";"2015";0;0
"40812073";"2015";0;0
"40812081";"2015";0;0
"40812090";"2015";0;0
"40812103";"2015";0;0
"40812111";"2015";0;0
"40812120";"2015";0;0
"40812138";"2015";0;0
"40812146";"2015";0;0
"40901017";"2015";55;3309
"40901025";"2015";1;137
"40901033";"2015";929;54468
"40901041";"2015";29;2081
"40901050";"2015";5;1182
"40901068";"2015";9;3516
"40901076";"2015";502;139816
"40901084";"2015";381;95708
"40901092";"2015";194;76658
"40901106";"2015";3074495;458763311
"40901114";"2015";23162;1224599
"40901122";"2015";3795311;404073221
"40901130";"2015";570784;44730928
"40901149";"2015";16;1491
"40901173";"2015";435132;23311324
"40901181";"2015";442382;20145884
"40901190";"2015";6;409
"40901203";"2015";9675;481127
"40901211";"2015";3920;230465
"40901220";"2015";15268;722286
"40901238";"2015";5595;259217
"40901246";"2015";2885;297892
"40901254";"2015";522;48411
"40901262";"2015";427295;43984704
"40901270";"2015";52;2229
"40901289";"2015";34;2653
"40901297";"2015";571;70938
"40901300";"2015";34268;1908438
"40901319";"2015";187;46026
"40901335";"2015";451;44364
"40901351";"2015";640;118302
"40901360";"2015";6870;1419425
"40901378";"2015";181;53125
"40901386";"2015";6184;730599
"40901394";"2015";237;45741
"40901408";"2015";422;80669
"40901416";"2015";90;23125
"40901424";"2015";0;0
"40901432";"2015";54;11866
"40901440";"2015";17;3363
"40901459";"2015";241;49396
"40901467";"2015";269;52191
"40901475";"2015";1872;403363
"40901483";"2015";8929;1655059
"40901505";"2015";83;8521
"40901513";"2015";8;1313
"40901521";"2015";14;1231
"40901530";"2015";2416;106462
"40901548";"2015";163;29881
"40901556";"2015";0;0
"40901572";"2015";109;12707
"40901602";"2015";132;32029
"40901610";"2015";1;103
"40901629";"2015";0;0
"40901637";"2015";0;0
"40901645";"2015";1;129
"40901653";"2015";0;0
"40901661";"2015";8;1299
"40901696";"2015";32;9676
"40901700";"2015";1;560
"40901718";"2015";0;0
"40901734";"2015";1;106
"40901742";"2015";0;0
"40901750";"2015";2414;149470
"40901769";"2015";7706;560749
"40902013";"2015";0;0
"40902021";"2015";2;350
"40902072";"2015";5;8159
"40902080";"2015";1;900
"40902137";"2015";11;627
"41001010";"2015";7364;1482701
"41001028";"2015";269;60450
"41001036";"2015";2400;534448
"41001044";"2015";60;14656
"41001052";"2015";2;13221
"41001060";"2015";349;82968
"41001079";"2015";3744;903065
"41001095";"2015";7725;2567760
"41001109";"2015";944;234787
"41001117";"2015";1333;231696
"41001125";"2015";2748;509484
"41001133";"2015";332;23451
"41001141";"2015";660;168515
"41001150";"2015";219;48575
"41001176";"2015";81;30145
"41001184";"2015";100;39487
"41001222";"2015";113;102846
"41001230";"2015";377;247754
"41001273";"2015";7;1413
"41001281";"2015";7;1156
"41001338";"2015";0;0
"41001370";"2015";128;42283
"41001389";"2015";36;6892
"41001397";"2015";101;29952
"41001400";"2015";15;3525
"41001419";"2015";105;32329
"41001427";"2015";40;15731
"41001435";"2015";39;13035
"41001443";"2015";8;2600
"41001451";"2015";61;18137
"41001460";"2015";8;2142
"41001478";"2015";48;22424
"41001516";"2015";15;4997
"41001524";"2015";4;1446
"41001532";"2015";0;0
"41002016";"2015";0;0
"41002032";"2015";7;1312
"41002040";"2015";0;0
"41002059";"2015";1;260
"41101014";"2015";2797;1370815
"41101022";"2015";189;91372
"41101030";"2015";70;21024
"41101057";"2015";5;1511
"41101065";"2015";53;12473
"41101073";"2015";29;14737
"41101081";"2015";97;50223
"41101090";"2015";30;12877
"41101103";"2015";142;65492
"41101111";"2015";43;17755
"41101120";"2015";60;34132
"41101138";"2015";65;38922
"41101146";"2015";34;18915
"41101154";"2015";33;19289
"41101170";"2015";853;420047
"41101189";"2015";1215;545462
"41101197";"2015";1;571
"41101200";"2015";1;581
"41101219";"2015";8;1664
"41101227";"2015";7248;3288206
"41101235";"2015";7;1242
"41101243";"2015";16;8107
"41101251";"2015";49;26215
"41101260";"2015";131;61196
"41101278";"2015";432;215684
"41101286";"2015";126;58311
"41101294";"2015";132;63329
"41101308";"2015";690;286817
"41101316";"2015";7619;3438612
"41101332";"2015";25;8841
"41101340";"2015";8;4272
"41101359";"2015";122;60932
"41101472";"2015";0;0
"41101480";"2015";318;206803
"41101499";"2015";1;612
"41101502";"2015";0;0
"41101510";"2015";13;5818
"41101529";"2015";6;3030
"41101537";"2015";306;155402
"41101545";"2015";118;57144
"41101553";"2015";0;0
"41101596";"2015";4;1596
"41101600";"2015";3;1286
"41101618";"2015";63;30746
"41101626";"2015";14;7318
"41101669";"2015";0;0
"41102010";"2015";104;51327
"41301340";"2015";132;23704
"41401166";"2015";131;5781
"41401174";"2015";113;5319
"41401182";"2015";34;1722
"41401190";"2015";83;18676
"41401204";"2015";1;327
"41501012";"2015";91;5291
"41501020";"2015";0;0
"41501047";"2015";0;0
"41501063";"2015";0;0
"41501071";"2015";0;0
"41501080";"2015";2;84
"41501098";"2015";0;0
"41501101";"2015";14;350
"41501128";"2015";981;40746
"41501144";"2015";17129;2035249
"41501195";"2015";13;1690
"41501209";"2015";0;0
"50000900";"2015";0;0
"50000926";"2015";0;0
"50000934";"2015";0;0
"81000324";"2015";5;209
"81000340";"2015";366;8515
"81000367";"2015";119;3021
"81000405";"2015";102557;9403201
"81000430";"2015";16;560
"81000472";"2015";636;31361
"81000561";"2015";0;0
"81000570";"2015";2982;84275
"40707091";"2015";0;0
"10106014";"2015";12192;1847393
"20101023";"2015";1868;126579
"10106049";"2015";8123;709088
"10106146";"2015";1388085;139027289
"20105037";"2015";755;9816
"30101620";"2015";48237;2530939
"001";"2015";8103129;436077050
"002";"2015";411021;67795597
"003";"2015";512546;27864672
"004";"2015";23166681;590005308
"005";"2015";1669786;180481718
"006";"2015";1968857;327094075
"007";"2015";8780882;118425904
"008";"2015";103936;24666666
"009";"2015";364005944;4626593317
"010";"2015";310316;78953630
"011";"2015";1816137;75434941
"012";"2015";253226;41490755
"013";"2015";103320902;2107112593
"014";"2015";142359;9010030
"015";"2015";159489;8798279
"016";"2015";2346914;78857711
"017";"2015";1145796;38402475
"018";"2015";4802817;118040816
"019";"2015";5472454;221651067
"020";"2015";413663;17320724
"021";"2015";836402;139593631
"022";"2015";323702;29026053
"023";"2015";3376609;1622630633
"024";"2015";14605;7446810
"025";"2015";4209807;1000292774
"026";"2015";1978;251945
"027";"2015";21636723;1798725519
"028";"2015";23499;5105366
"029";"2015";284711080;1718539299
"030";"2015";338549023;4083549508
"031";"2015";143922952;1817954222
"20202032";"2016";85;4756
"20203012";"2016";118287;1543387
"20203047";"2016";725729;8859157
"20203063";"2016";5859;66976
"20203071";"2016";3341;64847
"10101012";"2016";141795049;9755382312
"10106030";"2016";2754;101234
"20101074";"2016";212565;10929214
"20101090";"2016";12916;853207
"20104049";"2016";12814;361004
"20104065";"2016";670831;12313165
"20104103";"2016";219694;2715540
"20104235";"2016";342919;2637723
"20104316";"2016";63378;1150510
"20104324";"2016";18294;282253
"30101484";"2016";16011;770082
"30101492";"2016";202644;20547733
"30101603";"2016";2681;262540
"30101638";"2016";7928;602796
"30101735";"2016";15485;1020159
"30101794";"2016";170975;9553561
"30101840";"2016";1157;67338
"30101930";"2016";1130;56890
"30101948";"2016";20913;1980082
"30203015";"2016";3590;342868
"30205093";"2016";9060;930721
"30207215";"2016";66;13706
"30402034";"2016";216;49916
"30501083";"2016";9271;550517
"30710014";"2016";3955;395933
"30711010";"2016";504124;5956216
"30711029";"2016";223655;5042699
"30711037";"2016";247309;3108268
"30712017";"2016";44863;1082818
"30712025";"2016";78344;1927011
"30712033";"2016";47632;921588
"30712041";"2016";25166;883569
"30712050";"2016";8978;311413
"30712068";"2016";18;576
"30712076";"2016";493;66722
"30712084";"2016";18371;513584
"30712092";"2016";64826;1234362
"30712106";"2016";34;2374
"30712114";"2016";432;39545
"30712122";"2016";1394;84406
"30712130";"2016";39432;1486787
"30712149";"2016";1140;73766
"30713021";"2016";446;68328
"30713030";"2016";158;27748
"30715253";"2016";9322;826840
"30722039";"2016";738;63850
"31003362";"2016";826;80820
"31009247";"2016";2457;257144
"41301099";"2016";2;22
"50000527";"2016";0;0
"50000560";"2016";333116;12367276
"82001367";"2016";119;15442
"82001758";"2016";18;3699
"10106090";"2016";9009;1560272
"20101082";"2016";3691;161711
"20101104";"2016";40639;1404819
"20101201";"2016";33943;3302665
"20101236";"2016";548;70939
"20103140";"2016";82367;8627484
"20104014";"2016";244;3200
"20104022";"2016";119032;1425605
"20104057";"2016";1126;62038
"20104073";"2016";422068;17247050
"20104081";"2016";6738;88605
"20104090";"2016";110045;4387260
"20104111";"2016";8192;458044
"20104120";"2016";76678;2456730
"20104138";"2016";85624;3671263
"20104146";"2016";50543;2290479
"20104154";"2016";9016;396734
"20104243";"2016";2304;1339713
"20104251";"2016";780;136421
"20104278";"2016";7902;1170420
"20104286";"2016";4644;318133
"20104294";"2016";355992;54475348
"20104308";"2016";148220;8550240
"20104332";"2016";2656;82518
"20104383";"2016";30224;3935121
"20104391";"2016";10197;3267924
"20104421";"2016";10389;752394
"20104430";"2016";86656;4195259
"20201052";"2016";696;105983
"20201087";"2016";91;21487
"20202016";"2016";225652;9142826
"20202024";"2016";1834;91508
"20203020";"2016";39130;1254074
"20204027";"2016";230;20976
"20204035";"2016";71;5595
"20204043";"2016";33;3377
"20204159";"2016";506;98231
"20204167";"2016";290;26070
"20204175";"2016";32;1706
"30101018";"2016";3993;395946
"30101050";"2016";103;23148
"30101077";"2016";79764;4095446
"30101085";"2016";1267;63007
"30101093";"2016";30013;1105022
"30101107";"2016";382758;17250930
"30101123";"2016";153;392481
"30101204";"2016";240072;23854620
"30101212";"2016";42033;1921402
"30101220";"2016";4707;436895
"30101247";"2016";12402;1048058
"30101255";"2016";50218;2087085
"30101263";"2016";8309;1391043
"30101280";"2016";25178;4241555
"30101298";"2016";796940;51071500
"30101352";"2016";110;4456
"30101387";"2016";49;7023
"30101441";"2016";776;187162
"30101450";"2016";78443;13965747
"30101468";"2016";229952;26388792
"30101476";"2016";3438;779224
"30101506";"2016";61719;2859438
"30101590";"2016";12912;1736738
"30101611";"2016";1424;112392
"30101646";"2016";37521;1049453
"30101662";"2016";8314;687050
"30101670";"2016";9390;1460483
"30101824";"2016";19;7571
"30101913";"2016";58596;7629740
"30101956";"2016";131;10978
"30201012";"2016";204;14740
