"cd_procedimento";"ano_realizacao";"n_procedimento";"custo_procedimento"
"40502074";"2018";0;0
"40502082";"2018";0;0
"40502090";"2018";0;0
"40502104";"2018";0;0
"40502112";"2018";0;0
"40502120";"2018";0;0
"40502139";"2018";0;0
"40502147";"2018";0;0
"40502155";"2018";0;0
"40502163";"2018";0;0
"40502171";"2018";0;0
"40502180";"2018";0;0
"40502198";"2018";1;1858
"40502201";"2018";0;0
"40502228";"2018";0;0
"40502236";"2018";0;0
"40502244";"2018";36;27189
"40503011";"2018";0;0
"40503020";"2018";0;0
"40503038";"2018";0;0
"40503046";"2018";0;0
"40503054";"2018";0;0
"40503062";"2018";0;0
"40503089";"2018";0;0
"40503097";"2018";0;0
"40503100";"2018";0;0
"40503119";"2018";0;0
"40503127";"2018";0;0
"40503143";"2018";0;0
"40503151";"2018";0;0
"40503160";"2018";0;0
"40503178";"2018";0;0
"40503186";"2018";0;0
"40503194";"2018";0;0
"40503208";"2018";0;0
"40503216";"2018";0;0
"40503232";"2018";0;0
"40503240";"2018";0;0
"40503259";"2018";0;0
"40503267";"2018";0;0
"40503275";"2018";0;0
"40503283";"2018";0;0
"40503313";"2018";0;0
"40503348";"2018";0;0
"40503356";"2018";0;0
"40503364";"2018";0;0
"40503372";"2018";0;0
"40503380";"2018";0;0
"40503399";"2018";0;0
"40503402";"2018";0;0
"40503410";"2018";0;0
"40503429";"2018";0;0
"40503437";"2018";0;0
"40503445";"2018";0;0
"40503453";"2018";0;0
"40503461";"2018";0;0
"40503470";"2018";0;0
"40503488";"2018";0;0
"40503496";"2018";0;0
"40503500";"2018";0;0
"40503518";"2018";0;0
"40503526";"2018";0;0
"40503534";"2018";0;0
"40503542";"2018";0;0
"40503577";"2018";0;0
"40503585";"2018";0;0
"40503593";"2018";0;0
"40503607";"2018";0;0
"40503615";"2018";0;0
"40503623";"2018";0;0
"40503631";"2018";0;0
"40503640";"2018";0;0
"40503658";"2018";0;0
"40503674";"2018";0;0
"40503682";"2018";0;0
"40503690";"2018";0;0
"40503712";"2018";0;0
"40503739";"2018";0;0
"40503747";"2018";0;0
"40503755";"2018";0;0
"40503763";"2018";187;159367
"40503771";"2018";315;195575
"40503780";"2018";253;177085
"40503798";"2018";124;99843
"40503801";"2018";1112;2775141
"40503828";"2018";22;14397
"40503836";"2018";41;38902
"40503844";"2018";95;106970
"40601013";"2018";10320;1425994
"40601021";"2018";0;0
"40601030";"2018";0;0
"40601110";"2018";128;3190
"40601129";"2018";12;348
"40601137";"2018";6226502;143335851
"40601145";"2018";0;0
"40601153";"2018";1;23
"40601161";"2018";0;0
"40601170";"2018";3;1034
"40601188";"2018";27880;5237407
"40601196";"2018";0;0
"40601200";"2018";273;6391
"40601218";"2018";0;0
"40601226";"2018";0;0
"40601234";"2018";0;0
"40601242";"2018";0;0
"40601250";"2018";0;0
"40601269";"2018";0;0
"40601277";"2018";0;0
"40601285";"2018";0;0
"40601293";"2018";11;2224
"40601307";"2018";0;0
"40601323";"2018";0;0
"40601331";"2018";0;0
"40601340";"2018";0;0
"40601358";"2018";0;0
"40601366";"2018";0;0
"40601374";"2018";0;0
"40601382";"2018";0;0
"40601390";"2018";0;0
"40601404";"2018";0;0
"40601412";"2018";0;0
"40601420";"2018";0;0
"40601439";"2018";0;0
"40703061";"2018";0;0
"40703070";"2018";0;0
"40703088";"2018";0;0
"41301188";"2018";0;0
"41301218";"2018";0;0
"41301226";"2018";8;25
"41301331";"2018";1;150
"41401069";"2018";0;0
"41401077";"2018";174;20880
"41401085";"2018";0;0
"41401255";"2018";0;0
"41401360";"2018";713;149368
"41401379";"2018";17;255
"41401387";"2018";17;255
"41401395";"2018";16;240
"41401409";"2018";10;150
"41401425";"2018";183;31570
"41401433";"2018";10;179
"41401441";"2018";35;2030
"41401450";"2018";210;364
"41401522";"2018";36;2160
"41401530";"2018";0;0
"41401646";"2018";275;66000
"41401751";"2018";383;43567
"41401760";"2018";258;23149
"41401778";"2018";167;7424
"41401786";"2018";151;4136
"41401794";"2018";177;8956
"41401808";"2018";8;932
"41501225";"2018";0;0
"41501233";"2018";0;0
"81000111";"2018";39;4083
"81000138";"2018";202;16798
"81000154";"2018";22;1873
"81000170";"2018";6;738
"40503852";"2018";35;48052
"40901793";"2018";4867;2399832
"20102011";"2018";537933;52036336
"20102020";"2018";610476;81555736
"20102038";"2018";1444531;159972384
"20102070";"2018";14584;3829955
"40101029";"2018";0;0
"40101037";"2018";1637297;171895014
"40101045";"2018";1280368;99195184
"40101053";"2018";0;0
"40101061";"2018";32203;6541049
"40102025";"2018";105;20057
"40102033";"2018";6;984
"40102041";"2018";10;1656
"40102050";"2018";7;2744
"40102068";"2018";6;1884
"40102076";"2018";45;11992
"40102084";"2018";9;2963
"40102092";"2018";35;15714
"40102106";"2018";5;2010
"40102122";"2018";0;0
"40102130";"2018";4;1211
"40103013";"2018";0;0
"40103064";"2018";22;2420
"40103072";"2018";383077;12538757
"40103080";"2018";2;20
"40103099";"2018";284034;4795157
"40103102";"2018";62;677
"40103110";"2018";8;1080
"40103137";"2018";506877;17892674
"40103161";"2018";0;0
"40103170";"2018";44;1295
"40103196";"2018";3;508
"40103234";"2018";2;90
"40103242";"2018";0;0
"40103250";"2018";0;0
"40103269";"2018";3;797
"40103285";"2018";0;0
"40103307";"2018";2;556
"40103315";"2018";156;35390
"40103323";"2018";265;60029
"40103331";"2018";115;58976
"40103340";"2018";56;3987
"40103358";"2018";8;1382
"40103366";"2018";0;0
"40103374";"2018";0;0
"40103382";"2018";0;0
"40103390";"2018";0;0
"40103404";"2018";0;0
"40103412";"2018";0;0
"40103439";"2018";111;1791
"40103447";"2018";0;0
"40103455";"2018";134;5867
"40103463";"2018";330;14984
"40103498";"2018";0;0
"40103501";"2018";0;0
"40103510";"2018";0;0
"40103560";"2018";0;0
"40103579";"2018";3;360
"40103609";"2018";0;0
"40103617";"2018";0;0
"40103625";"2018";0;0
"40103633";"2018";0;0
"40103641";"2018";0;0
"40103650";"2018";1;35
"40103668";"2018";0;0
"40103714";"2018";0;0
"40103722";"2018";0;0
"40103730";"2018";0;0
"40103749";"2018";4;320
"40103757";"2018";51;72432
"40103803";"2018";1;150
"40103820";"2018";1;30
"40103862";"2018";0;0
"40103889";"2018";2;440
"40103897";"2018";4;880
"40104010";"2018";0;0
"40104028";"2018";0;0
"40104036";"2018";0;0
"40104125";"2018";0;0
"40105016";"2018";0;0
"40105024";"2018";0;0
"40105032";"2018";0;0
"40105040";"2018";0;0
"40105059";"2018";0;0
"40105067";"2018";0;0
"40105075";"2018";134;6518
"40105083";"2018";0;0
"40105091";"2018";0;0
"40105148";"2018";0;0
"40201015";"2018";0;0
"40201023";"2018";48;1894
"40201058";"2018";8955;2841377
"40201066";"2018";9;6514
"40201074";"2018";0;0
"40201082";"2018";545411;165849801
"40201090";"2018";1843;715206
"40201104";"2018";35;90250
"40201112";"2018";0;0
"40201120";"2018";691418;100940467
"40201139";"2018";3086;861515
"40201147";"2018";0;0
"40201155";"2018";104;17110
"40201171";"2018";16783;1573395
"40201180";"2018";40518;2949167
"40201198";"2018";0;0
"40201201";"2018";0;0
"40201210";"2018";1102;197197
"40201228";"2018";12;1213
"40201236";"2018";5;698
"40201244";"2018";5;500
"40201252";"2018";1404;265120
"40201260";"2018";20;3161
"40201309";"2018";12;2526
"40201333";"2018";596;162909
"40201350";"2018";607;280992
"40202038";"2018";540606;94407092
"40202135";"2018";708;398489
"40202240";"2018";18;70625
"40202615";"2018";650875;129854488
"40202666";"2018";142840;45194743
"40202690";"2018";2127;231999
"40202720";"2018";1344;91489
"40202739";"2018";107;18715
"40202747";"2018";3851;849841
"40202763";"2018";20;10435
"40701018";"2018";0;0
"40701034";"2018";186;102534
"40701042";"2018";2;503
"40701050";"2018";126;29319
"40701069";"2018";230730;71537098
"40701077";"2018";0;0
"40701085";"2018";0;0
"40701093";"2018";0;0
"40701107";"2018";0;0
"40701115";"2018";0;0
"40701123";"2018";0;0
"40701131";"2018";89074;29467702
"40701140";"2018";143105;50574157
"40701158";"2018";41;51120
"40702014";"2018";4;605
"40702022";"2018";1;305
"40702030";"2018";0;0
"40702049";"2018";0;0
"40702057";"2018";0;0
"40702065";"2018";2;690
"40702073";"2018";0;0
"40702081";"2018";0;0
"40702090";"2018";0;0
"40702103";"2018";7;1435
"40702111";"2018";1;338
"40702146";"2018";0;0
"40703010";"2018";0;0
"40703029";"2018";2666;285872
"40703037";"2018";0;0
"40703045";"2018";7;5598
"40703053";"2018";3;1081
"40703096";"2018";0;0
"40703100";"2018";0;0
"40704017";"2018";7043;1135529
"40704025";"2018";13023;2539738
"40704033";"2018";8375;1363466
"40704041";"2018";0;0
"40704050";"2018";0;0
"40704068";"2018";0;0
"40704076";"2018";0;0
"40704084";"2018";0;0
"40704092";"2018";0;0
"40705013";"2018";0;0
"40705021";"2018";0;0
"40705030";"2018";0;0
"40705048";"2018";0;0
"40705056";"2018";0;0
"40705064";"2018";0;0
"40706010";"2018";38442;6463647
"40706028";"2018";0;0
"40707016";"2018";0;0
"40707032";"2018";40;60379
"40707040";"2018";0;0
"40707059";"2018";0;0
"40707067";"2018";0;0
"40707075";"2018";0;0
"40707083";"2018";0;0
"40708012";"2018";0;0
"40708020";"2018";1;922
"40708039";"2018";0;0
"40708047";"2018";1;192
"40708063";"2018";0;0
"40708071";"2018";4;1465
"40708080";"2018";1;1000
"40708098";"2018";0;0
"40708101";"2018";11;3178
"40708110";"2018";0;0
"40708128";"2018";401;1330716
"40709019";"2018";0;0
"40709027";"2018";1;286
"40709035";"2018";3;1193
"40710017";"2018";487;52008
"40710025";"2018";9;7231
"40711021";"2018";0;0
"40801012";"2018";19;304
"40801020";"2018";0;0
"40801039";"2018";0;0
"40801047";"2018";0;0
"40801055";"2018";0;0
"40801063";"2018";660192;16764113
"40801071";"2018";1;14
"40801080";"2018";0;0
"40801098";"2018";0;0
"40801101";"2018";0;0
"40801110";"2018";0;0
"40801128";"2018";55;606
"40801136";"2018";0;0
"40801160";"2018";0;0
"40801195";"2018";0;0
"40801209";"2018";0;0
"40802019";"2018";234812;5936047
"40802027";"2018";78;1109
"40802035";"2018";218205;6124771
"40802043";"2018";5;110
"40802051";"2018";468356;13794774
"40802060";"2018";4;103
"40802078";"2018";3;64
"40802086";"2018";42;618
"40802094";"2018";2;82
"40802108";"2018";0;0
"40802116";"2018";0;0
"40803015";"2018";0;0
"40803023";"2018";0;0
"40803031";"2018";16;225
"40803040";"2018";4;47
"40803058";"2018";18;294
"40803066";"2018";0;0
"40803074";"2018";272263;6655154
"40803082";"2018";3;37
"40803090";"2018";17;201
"40803104";"2018";6;81
"40803112";"2018";35;436
"40803120";"2018";398039;8695558
"40803139";"2018";20;205
"40803147";"2018";35596;566846
"40803155";"2018";0;0
"40804011";"2018";339781;7988599
"40804020";"2018";0;0
"40804038";"2018";55;836
"40804046";"2018";6;96
"40804054";"2018";607784;14209744
"40804062";"2018";12;164
"40804070";"2018";31;450
"40804089";"2018";363405;7918959
"40804097";"2018";613390;14258936
"40804100";"2018";28;306
"40804119";"2018";6;98
"40804127";"2018";0;0
"40804135";"2018";0;0
"40805018";"2018";567454;11357746
"40805026";"2018";1631857;42618980
"40805034";"2018";264;2115
"40805042";"2018";2;82
"40805050";"2018";11;364
"40805069";"2018";0;0
"40805077";"2018";0;0
"40806014";"2018";0;0
"40806022";"2018";0;0
"40806030";"2018";17;1361
"40806049";"2018";0;0
"40806057";"2018";73;9831
"40806065";"2018";2;183
"40806073";"2018";0;0
"40806081";"2018";29;2562
"40806090";"2018";0;0
"40806103";"2018";0;0
"40806111";"2018";0;0
"40806120";"2018";0;0
"40806189";"2018";0;0
"40806200";"2018";0;0
"40807010";"2018";3;630
"40807029";"2018";0;0
"40807037";"2018";0;0
"40807045";"2018";0;0
"40807053";"2018";26;5404
"40807061";"2018";2;510
"40807070";"2018";173;11671
"40807088";"2018";0;0
"40807096";"2018";0;0
"40808017";"2018";47;543
"40808025";"2018";11;393
"40808033";"2018";2461074;225574640
"40808041";"2018";2097641;252803780
"40808050";"2018";0;0
"40808114";"2018";0;0
"40808122";"2018";341725;28335297
"40808130";"2018";1742430;220554164
"40808149";"2018";56635;9477628
"40808157";"2018";0;0
"40808165";"2018";0;0
"40809021";"2018";0;0
"40809030";"2018";176;49270
"40809048";"2018";0;0
"40809056";"2018";1;28
"40809064";"2018";0;0
"40809072";"2018";0;0
"40809080";"2018";0;0
"40810011";"2018";0;0
"40810020";"2018";40;17264
"40810046";"2018";261;91058
"40811018";"2018";0;0
"40811026";"2018";0;0
"40812022";"2018";12;13105
"40812030";"2018";3;5025
"40812049";"2018";3;6509
"40812057";"2018";18;29293
"40812073";"2018";0;0
"40812081";"2018";0;0
"40812090";"2018";0;0
"40812103";"2018";0;0
"40812111";"2018";0;0
"40812120";"2018";0;0
"40812138";"2018";0;0
"40812146";"2018";0;0
"40901017";"2018";6272;256374
"40901025";"2018";858;119014
"40901033";"2018";19237;1401602
"40901041";"2018";2506;159103
"40901050";"2018";707;186227
"40901068";"2018";328;130826
"40901076";"2018";31756;7804878
"40901084";"2018";78202;16076426
"40901092";"2018";10384;3426622
"40901106";"2018";4490517;765136884
"40901114";"2018";1820067;122995766
"40901122";"2018";6336296;785365920
"40901130";"2018";782127;69780866
"40901149";"2018";13992;156986
"40901173";"2018";611040;35222623
"40901181";"2018";649706;32742576
"40901190";"2018";2457;142565
"40901203";"2018";827344;53389940
"40901211";"2018";699437;43550089
"40901220";"2018";896385;57672416
"40901238";"2018";358161;20225545
"40901246";"2018";282772;33711156
"40901254";"2018";72752;8027892
"40901262";"2018";600195;68944653
"40901270";"2018";6627;377073
"40901289";"2018";4949;517613
"40901297";"2018";119484;14380073
"40901300";"2018";2360917;166972938
"40901319";"2018";20387;3382341
"40901335";"2018";19356;2036476
"40901351";"2018";5618;838926
"40901360";"2018";587590;113886976
"40901378";"2018";9722;1556879
"40901386";"2018";696559;95596127
"40901394";"2018";25498;4575524
"40901408";"2018";34537;6406713
"40901416";"2018";8267;1581882
"40901424";"2018";128;14529
"40901432";"2018";11209;1800679
"40901440";"2018";896;207241
"40901459";"2018";25363;5129901
"40901467";"2018";29072;6470572
"40901475";"2018";199913;40732769
"40901483";"2018";777709;163322548
"40901505";"2018";30873;3610479
"40901513";"2018";491;134228
"40901521";"2018";3929;249182
"40901530";"2018";194997;11280532
"40901548";"2018";9142;1099940
"40901556";"2018";165;51833
"40901572";"2018";10127;1144134
"40901602";"2018";9492;2406140
"40901610";"2018";1425;112796
"40901629";"2018";861;204416
"40901637";"2018";6044;1577985
"40901645";"2018";18124;2064742
"40901653";"2018";15;5881
"40901661";"2018";12402;2403130
"40901696";"2018";3067;988068
"40901700";"2018";447;244543
"40901718";"2018";19;4190
"40901734";"2018";6;274
"40901742";"2018";78;11551
"40901750";"2018";147904;10559160
"40901769";"2018";453862;37027086
"40902013";"2018";160;83256
"40902021";"2018";100;16689
"40902072";"2018";75;19558
"40902080";"2018";58;5281
"40902137";"2018";55;5897
"41001010";"2018";384388;87545567
"41001028";"2018";24319;5774119
"41001036";"2018";219896;53608956
"41001044";"2018";8011;2483558
"41001052";"2018";2525;677135
"41001060";"2018";23813;6673218
"41001079";"2018";293030;82403857
"41001095";"2018";397323;181646983
"41001109";"2018";124321;31704203
"41001117";"2018";130874;31024955
"41001125";"2018";147306;31556002
"41001133";"2018";57297;2997194
"41001141";"2018";58662;16505150
"41001150";"2018";16461;4447456
"41001176";"2018";6117;2122494
"41001184";"2018";6503;2187560
"41001222";"2018";5483;4443272
"41001230";"2018";24074;14761088
"41001273";"2018";5218;1286381
"41001281";"2018";5158;1225735
"41001338";"2018";7;6177
"41001370";"2018";10388;3807496
"41001389";"2018";2928;968499
"41001397";"2018";6339;2297829
"41001400";"2018";910;294789
"41001419";"2018";9927;3403772
"41001427";"2018";2038;724934
"41001435";"2018";2774;909280
"41001443";"2018";1289;425717
"41001451";"2018";4155;1186028
"41001460";"2018";1374;401245
"41001478";"2018";2339;750484
"41001516";"2018";1719;528999
"41001524";"2018";323;110778
"41001532";"2018";5;5769
"41002016";"2018";43;2864
"41002032";"2018";148;209220
"41002040";"2018";583;46459
"41002059";"2018";14;8081
"41101014";"2018";220614;114545317
"41101022";"2018";17856;9541205
"41101030";"2018";663;255283
"41101057";"2018";1454;470625
"41101065";"2018";6362;1373796
"41101073";"2018";3662;1677210
"41101081";"2018";10593;5091235
"41101090";"2018";3307;1575248
"41101103";"2018";14550;7373001
"41101111";"2018";5033;2477350
"41101120";"2018";7610;4287749
"41101138";"2018";3812;2696682
"41101146";"2018";2188;1444552
"41101154";"2018";3538;2487010
"41101170";"2018";85817;47128107
"41101189";"2018";138749;72174988
"41101197";"2018";189;114670
"41101200";"2018";211;52869
"41101219";"2018";500;203136
"41101227";"2018";577956;298773966
"41101235";"2018";580;111109
"41101243";"2018";1355;633912
"41101251";"2018";6079;3197311
"41101260";"2018";19131;9458660
"41101278";"2018";43638;23907665
"41101286";"2018";11932;6070321
"41101294";"2018";15197;8049845
"41101308";"2018";69768;28982090
"41101316";"2018";720520;366672118
"41101332";"2018";1149;547587
"41101340";"2018";557;326190
"41101359";"2018";12566;6935577
"41101472";"2018";0;0
"41101480";"2018";33643;25094973
"41101499";"2018";330;162423
"41101502";"2018";100;51268
"41101510";"2018";1113;581555
"41101529";"2018";693;272297
"41101537";"2018";30714;15391873
"41101545";"2018";14820;6837108
"41101553";"2018";203;112257
"41101596";"2018";1292;413666
"41101600";"2018";961;332196
"41101618";"2018";5389;2686260
"41101626";"2018";1371;627601
"41101669";"2018";3;965
"41102010";"2018";4312;2639369
"41301340";"2018";195;39522
"41401166";"2018";1906;91478
"41401174";"2018";35053;4089406
"41401182";"2018";11687;935408
"41401190";"2018";5670;1152040
"41401204";"2018";1480;465343
"41501012";"2018";173;6980
"41501020";"2018";0;0
"41501047";"2018";0;0
"41501063";"2018";0;0
"41501071";"2018";0;0
"41501080";"2018";0;0
"41501098";"2018";0;0
"41501101";"2018";0;0
"41501128";"2018";427;14453
"41501144";"2018";487717;61681431
"41501195";"2018";0;0
"41501209";"2018";0;0
"50000900";"2018";4048;291249
"50000926";"2018";3;870
"50000934";"2018";0;0
"81000324";"2018";220;11602
"81000340";"2018";10389;323772
"81000367";"2018";1962;72580
"81000405";"2018";1632668;50962908
"81000430";"2018";163;6924
"81000472";"2018";11488;441252
"81000561";"2018";0;0
"81000570";"2018";9487;210225
"40707091";"2018";89;46037
"10106014";"2018";31368;6292578
"20101023";"2018";14252;1257437
"10106049";"2018";14539;1438642
"10106146";"2018";2164019;268161108
"20105037";"2018";5631;180789
"30101620";"2018";60289;3745353
"001";"2018";12288501;820940649
"002";"2018";814661;162241524
"003";"2018";480254;35151899
"004";"2018";23764921;673723580
"005";"2018";2857445;355372269
"006";"2018";1685655;319999456
"007";"2018";1758477;29066643
"008";"2018";161785;63660605
"009";"2018";439813982;7369302041
"010";"2018";8210367;151948058
"011";"2018";1841392;90343543
"012";"2018";370103;73003811
"013";"2018";78020927;4138075009
"014";"2018";179872;12266413
"015";"2018";2529445;28899408
"016";"2018";2503115;104633719
"017";"2018";972218;35723495
"018";"2018";8369708;270024219
"019";"2018";5351806;219894170
"020";"2018";1015843;49382937
"021";"2018";284545;122261006
"022";"2018";220937;22826228
"023";"2018";4232533;2274440512
"024";"2018";11129;6883654
"025";"2018";4520831;1339053665
"026";"2018";13259;5821273
"027";"2018";24294598;2263697806
"028";"2018";22900;5702677
"029";"2018";402917522;3103925405
"030";"2018";683893591;8744277801
"031";"2018";72395749;2712514055
"20202032";"2019";16;1023
"20203012";"2019";109524;1977863
"20203047";"2019";849458;15876065
"20203063";"2019";515;27648
"20203071";"2019";5296;114091
"10101012";"2019";317651532;14820335931
"10106030";"2019";2446;113419
"20101074";"2019";275457;29275081
"20101090";"2019";20195;1229624
"20104049";"2019";19832;680096
"20104065";"2019";867353;19006555
"20104103";"2019";353904;5819544
"20104235";"2019";269762;1736270
"20104316";"2019";88209;1895992
"20104324";"2019";12647;546826
"30101484";"2019";14132;967642
"30101492";"2019";269591;34814056
"30101603";"2019";4089;449683
"30101638";"2019";9937;900987
"30101735";"2019";20435;1621860
"30101794";"2019";196663;13184937
"30101840";"2019";1452;116667
"30101930";"2019";1468;90179
"30101948";"2019";25568;2694353
"30203015";"2019";6170;758442
"30205093";"2019";9085;1117414
"30207215";"2019";148;29424
"30402034";"2019";312;86974
"30501083";"2019";11982;1280062
"30710014";"2019";6085;726876
"30711010";"2019";489641;6435610
"30711029";"2019";206018;5169662
"30711037";"2019";233415;3469818
"30712017";"2019";44981;1146822
"30712025";"2019";67318;1827285
"30712033";"2019";35331;776619
"30712041";"2019";25211;977679
"30712050";"2019";9316;729468
"30712068";"2019";19;841
"30712076";"2019";436;69964
"30712084";"2019";16197;528629
"30712092";"2019";58716;1335229
"30712106";"2019";12;1533
"30712114";"2019";498;42751
"30712122";"2019";2052;151012
"30712130";"2019";30787;1254861
"30712149";"2019";537;38348
"30713021";"2019";670;153798
"30713030";"2019";165;57978
"30715253";"2019";11228;1381171
"30722039";"2019";763;68877
"31003362";"2019";1089;120193
"31009247";"2019";4985;559399
"41301099";"2019";0;0
"50000527";"2019";0;0
"50000560";"2019";2279571;97623121
"82001367";"2019";164;26675
"82001758";"2019";23;7188
"10106090";"2019";11326;3004336
"20101082";"2019";6577;246031
"20101104";"2019";150416;6849709
"20101201";"2019";65036;6733911
"20101236";"2019";10207;1322405
"20103140";"2019";125370;22232653
"20104014";"2019";1846;103096
"20104022";"2019";125534;1541532
"20104057";"2019";1476;122992
"20104073";"2019";576043;29752804
"20104081";"2019";14160;382893
"20104090";"2019";178726;11488622
"20104111";"2019";10976;853805
"20104120";"2019";140582;5917239
"20104138";"2019";116527;7779773
"20104146";"2019";57182;4583987
"20104154";"2019";24001;632113
"20104243";"2019";7611;15390638
"20104251";"2019";1614;169925
"20104278";"2019";84297;7711768
"20104286";"2019";6190;5448840
"20104294";"2019";1673271;123692096
"20104308";"2019";259128;19373557
"20104332";"2019";1788;97375
"20104383";"2019";45324;8717565
"20104391";"2019";57566;9068385
"20104421";"2019";61519;5915669
"20104430";"2019";186654;24583222
"20201052";"2019";788;161882
"20201087";"2019";169;56128
"20202016";"2019";267101;12702453
"20202024";"2019";2018;124117
"20203020";"2019";129518;4765923
"20204027";"2019";351;40047
"20204035";"2019";143;12268
"20204043";"2019";47;4916
"20204159";"2019";1465;2271197
"20204167";"2019";293;42169
"20204175";"2019";561;52310
"30101018";"2019";3626;464168
"30101050";"2019";191;47201
"30101077";"2019";135138;9682012
"30101085";"2019";1462;95210
"30101093";"2019";27265;1245595
"30101107";"2019";433447;23644175
"30101123";"2019";450;847752
"30101204";"2019";263250;31510034
"30101212";"2019";48236;2474525
"30101220";"2019";4709;457593
"30101247";"2019";16405;1884720
"30101255";"2019";69447;3705374
"30101263";"2019";11193;2241734
"30101280";"2019";27567;6247883
"30101298";"2019";996925;69878090
"30101352";"2019";167;8341
"30101387";"2019";13;4924
"30101441";"2019";1905;497664
"30101450";"2019";125113;27053662
"30101468";"2019";375076;51193043
"30101476";"2019";4118;1179234
"30101506";"2019";91674;5253558
"30101590";"2019";21270;3502626
"30101611";"2019";970;169689
"30101646";"2019";57284;1992088
"30101662";"2019";8108;913231
"30101670";"2019";10551;1858615
"30101824";"2019";11;8656
"30101913";"2019";88861;13917570
"30101956";"2019";175;18621
"30201012";"2019";353;46311
"30201055";"2019";739;80010
"30201063";"2019";677;96763
"30202027";"2019";871;95593
"30202159";"2019";21044;2522146
"30203031";"2019";195;28150
"30204011";"2019";560;77897
"30204038";"2019";724;159327
"30204097";"2019";164;81621
"30204100";"2019";27;7685
"30205018";"2019";1129;173697
"30205077";"2019";551;76837
"30205107";"2019";91;16375
"30207223";"2019";3030;721518
"30207231";"2019";99;22745
"30208041";"2019";301;347427
"30210119";"2019";10644;1915322
"30210127";"2019";21087;3846400
"30211018";"2019";115;34636
"30212103";"2019";213;30634
"30212120";"2019";229;34057
"30213010";"2019";6009;1604111
"30214017";"2019";10;6400
"30301017";"2019";2382;184063
"30301025";"2019";270;53766
"30301033";"2019";207;62147
"30301041";"2019";11811;1067621
"30301050";"2019";3249;575639
"30301068";"2019";944;180406
"30301076";"2019";49;12074
"30301084";"2019";10336;2507999
"30301114";"2019";124;25626
"30301122";"2019";12430;498757
"30301130";"2019";2185;259563
"30301149";"2019";92;22274
"30301157";"2019";618;319389
"30301190";"2019";39954;7144656
"30301203";"2019";356;115588
"30301238";"2019";2031;248556
"30301246";"2019";320;54979
"30301254";"2019";21;4785
"30301262";"2019";1698;353757
"30303028";"2019";215;15890
"30303044";"2019";2514;81133
"30303052";"2019";1640;326064
"30303060";"2019";43758;7042919
"30303087";"2019";1184;126133
"30304016";"2019";182;11790
"30304032";"2019";48989;2389282
"30304040";"2019";909;546914
"30304059";"2019";1380;211763
"30304083";"2019";5338;5935284
"30304091";"2019";8148;5551648
"30304105";"2019";35344;27485663
"30305012";"2019";1522;398087
"30306019";"2019";154967;37801546
"30306027";"2019";465559;365444461
"30306035";"2019";5273;3657297
"30306043";"2019";1862;1055377
"30306060";"2019";3431;1038629
"30306078";"2019";575;141985
"30307082";"2019";3152;7322260
"30307139";"2019";1290;1206068
"30307147";"2019";180318;125148326
"30308011";"2019";4;5293
"30310016";"2019";32;1748
"30310024";"2019";726;213099
"30310067";"2019";4195;1094496
"30310075";"2019";676;431596
"30310083";"2019";29380;5678243
"30310105";"2019";332;61310
"30310113";"2019";156;16741
"30311012";"2019";84;56510
"30311055";"2019";1028;276857
"30312043";"2019";125525;28956433
"30312124";"2019";48;68821
"30312132";"2019";9576;9192656
"30312159";"2019";69;74969
"30313040";"2019";1819;135487
"30313066";"2019";11374;764867
"30401011";"2019";39;3105
"30401038";"2019";355;59770
"30401046";"2019";176;82927
"30401054";"2019";3692;767150
"30401100";"2019";167;31677
"30402018";"2019";104562;3472101
"30402026";"2019";397;40209
"30402042";"2019";102058;11615334
"30402050";"2019";724;118192
"30402077";"2019";5220;340129
"30402093";"2019";386;44751
"30403014";"2019";844;25350
"30403103";"2019";2712;169826
"30403162";"2019";138;21999
"30501016";"2019";863;116132
"30501024";"2019";52;13955
"30501059";"2019";409;35230
"30501067";"2019";23589;2858293
"30501075";"2019";4286;191109
"30501091";"2019";226;36646
"30501113";"2019";37901;2652192
"30501121";"2019";221;150751
"30501130";"2019";250;157243
"30501156";"2019";1452;337229
"30501164";"2019";7724;1013730
"30501172";"2019";115;37038
"30501199";"2019";100;40470
"30501237";"2019";449;126214
"30501288";"2019";511;116978
"30501377";"2019";1485;109798
"30501440";"2019";235;37688
"30501474";"2019";70;14186
"30501482";"2019";152;112936
"30501547";"2019";67;6871
"30502160";"2019";108;37101
"30502179";"2019";2826;321645
"30502195";"2019";39;6515
"30601223";"2019";7;3039
"30601231";"2019";2711;220916
"30601266";"2019";10;1893
"30601304";"2019";3031;168576
"30601312";"2019";17;2455
"30602017";"2019";1015;278172
"30602025";"2019";819;15848
"30602050";"2019";1533;209645
"30602068";"2019";4451;148298
"30602181";"2019";40651;5477348
"30602335";"2019";995;206675
"30710022";"2019";14786;2036092
"30710030";"2019";1226;259543
"30710057";"2019";639;100183
"30713137";"2019";617935;32743780
"30713145";"2019";125282;18556988
"30714028";"2019";88;35426
"30715040";"2019";47;13064
"30715121";"2019";4447;410426
"30715130";"2019";623;72364
"30715156";"2019";1036;304938
"30715237";"2019";42902;6604851
"30715407";"2019";419;63169
"30717086";"2019";4281;389555
"30717094";"2019";10007;1249884
"30717175";"2019";845;92047
"30718040";"2019";2419;363485
"30718066";"2019";5891;522301
"30718104";"2019";7;1034
"30719054";"2019";30;3608
